,N,hit_rate,Algorithm
55,56,0.6030795551753636,Algorithm 1
56,57,0.6065012831479898,Algorithm 1
57,58,0.6107784431137725,Algorithm 1
58,59,0.6167664670658682,Algorithm 1
59,60,0.621043627031651,Algorithm 1
60,61,0.6261762189905903,Algorithm 1
61,62,0.630453378956373,Algorithm 1
62,63,0.6364414029084687,Algorithm 1
63,64,0.6390076988879384,Algorithm 1
64,65,0.6398631308810949,Algorithm 1
65,66,0.6432848588537211,Algorithm 1
66,67,0.6475620188195038,Algorithm 1
67,68,0.65098374679213,Algorithm 1
68,69,0.6586826347305389,Algorithm 1
69,70,0.6612489307100086,Algorithm 1
70,71,0.6672369546621043,Algorithm 1
71,72,0.6689478186484175,Algorithm 1
72,73,0.6723695466210436,Algorithm 1
73,74,0.6766467065868264,Algorithm 1
74,75,0.6783575705731394,Algorithm 1
75,76,0.6826347305389222,Algorithm 1
76,77,0.6852010265183918,Algorithm 1
77,78,0.6860564585115483,Algorithm 1
78,79,0.6877673224978614,Algorithm 1
79,80,0.6911890504704876,Algorithm 1
80,81,0.6928999144568007,Algorithm 1
81,82,0.6954662104362703,Algorithm 1
82,83,0.6971770744225834,Algorithm 1
83,84,0.699743370402053,Algorithm 1
84,85,0.7040205303678357,Algorithm 1
85,86,0.7091531223267751,Algorithm 1
86,87,0.7117194183062446,Algorithm 1
87,88,0.7151411462788708,Algorithm 1
88,89,0.716852010265184,Algorithm 1
89,90,0.718562874251497,Algorithm 1
90,91,0.7228400342172797,Algorithm 1
91,92,0.7236954662104362,Algorithm 1
92,93,0.7262617621899059,Algorithm 1
93,94,0.7262617621899059,Algorithm 1
94,95,0.7279726261762189,Algorithm 1
95,96,0.7288280581693756,Algorithm 1
96,97,0.7305389221556886,Algorithm 1
97,98,0.7331052181351583,Algorithm 1
98,99,0.7365269461077845,Algorithm 1
99,100,0.7382378100940975,Algorithm 1
0,1,0.04961505560307956,Algorithm 2
1,2,0.09923011120615911,Algorithm 2
2,3,0.13088109495295125,Algorithm 2
3,4,0.15739948674080412,Algorithm 2
4,5,0.1804961505560308,Algorithm 2
5,6,0.20017108639863132,Algorithm 2
6,7,0.223267750213858,Algorithm 2
7,8,0.23609923011120615,Algorithm 2
8,9,0.24893071000855432,Algorithm 2
9,10,0.2643284858853721,Algorithm 2
10,11,0.2805816937553465,Algorithm 2
11,12,0.2925577416595381,Algorithm 2
12,13,0.30538922155688625,Algorithm 2
13,14,0.32164242942686055,Algorithm 2
14,15,0.33276304533789564,Algorithm 2
15,16,0.3473053892215569,Algorithm 2
16,17,0.3592814371257485,Algorithm 2
17,18,0.3669803250641574,Algorithm 2
18,19,0.3738237810094098,Algorithm 2
19,20,0.3823781009409752,Algorithm 2
20,21,0.3900769888793841,Algorithm 2
21,22,0.3960650128314799,Algorithm 2
22,23,0.40461933276304535,Algorithm 2
23,24,0.41231822070145424,Algorithm 2
24,25,0.4174508126603935,Algorithm 2
25,26,0.42600513259195893,Algorithm 2
26,27,0.4328485885372113,Algorithm 2
27,28,0.44568006843455943,Algorithm 2
28,29,0.4550898203592814,Algorithm 2
29,30,0.4636441402908469,Algorithm 2
30,31,0.4679213002566296,Algorithm 2
31,32,0.47647562018819506,Algorithm 2
32,33,0.48246364414029086,Algorithm 2
33,34,0.48502994011976047,Algorithm 2
34,35,0.49187339606501285,Algorithm 2
35,36,0.49615055603079555,Algorithm 2
36,37,0.5029940119760479,Algorithm 2
37,38,0.5072711719418306,Algorithm 2
38,39,0.5132591958939264,Algorithm 2
39,40,0.5158254918733961,Algorithm 2
40,41,0.5201026518391788,Algorithm 2
41,42,0.5278015397775877,Algorithm 2
42,43,0.5372112917023096,Algorithm 2
43,44,0.5414884516680923,Algorithm 2
44,45,0.5457656116338752,Algorithm 2
45,46,0.5526090675791274,Algorithm 2
46,47,0.5543199315654406,Algorithm 2
47,48,0.5637296834901625,Algorithm 2
48,49,0.5671514114627887,Algorithm 2
49,50,0.5731394354148845,Algorithm 2
50,51,0.5782720273738238,Algorithm 2
51,52,0.583404619332763,Algorithm 2
52,53,0.5885372112917023,Algorithm 2
53,54,0.5945252352437981,Algorithm 2
54,55,0.5979469632164243,Algorithm 2
55,56,0.6005132591958939,Algorithm 2
56,57,0.6039349871685201,Algorithm 2
57,58,0.6082121471343028,Algorithm 2
58,59,0.6142001710863987,Algorithm 2
59,60,0.6184773310521814,Algorithm 2
60,61,0.6244653550042771,Algorithm 2
61,62,0.6278870829769033,Algorithm 2
62,63,0.6338751069289992,Algorithm 2
63,64,0.6364414029084687,Algorithm 2
64,65,0.6372968349016254,Algorithm 2
65,66,0.6398631308810949,Algorithm 2
66,67,0.6441402908468776,Algorithm 2
67,68,0.6475620188195038,Algorithm 2
68,69,0.6552609067579127,Algorithm 2
69,70,0.6578272027373824,Algorithm 2
70,71,0.6638152266894782,Algorithm 2
71,72,0.6655260906757913,Algorithm 2
72,73,0.6689478186484175,Algorithm 2
73,74,0.6732249786142002,Algorithm 2
74,75,0.6749358426005133,Algorithm 2
75,76,0.679213002566296,Algorithm 2
76,77,0.6817792985457656,Algorithm 2
77,78,0.6826347305389222,Algorithm 2
78,79,0.6843455945252352,Algorithm 2
79,80,0.6877673224978614,Algorithm 2
80,81,0.6894781864841745,Algorithm 2
81,82,0.6911890504704876,Algorithm 2
82,83,0.6928999144568007,Algorithm 2
83,84,0.6963216424294268,Algorithm 2
84,85,0.7005988023952096,Algorithm 2
85,86,0.7065868263473054,Algorithm 2
86,87,0.7091531223267751,Algorithm 2
87,88,0.7125748502994012,Algorithm 2
88,89,0.7142857142857143,Algorithm 2
89,90,0.7159965782720273,Algorithm 2
90,91,0.7211291702309667,Algorithm 2
91,92,0.7211291702309667,Algorithm 2
92,93,0.7236954662104362,Algorithm 2
93,94,0.7236954662104362,Algorithm 2
94,95,0.7254063301967494,Algorithm 2
95,96,0.7262617621899059,Algorithm 2
96,97,0.7279726261762189,Algorithm 2
97,98,0.7305389221556886,Algorithm 2
98,99,0.7339606501283148,Algorithm 2
99,100,0.7348160821214713,Algorithm 2
